Word,lengths
㧑挹,2
㧑损,2
㧟,1
㧯,1
㧰,1
㨃,1
㨫,1
㩐,1
㪃,1
㪋,1
㫰,1
㫺,1
㬎,1
㮎,1
㮚,1
㮸,1
㯳,1
㱩,1
㱮,1
㱾,1
㲈,1
㲋,1
㲱,1
㲾,1
㳂,1
㳇,1
㳘,1
㳮,1
㴋,1
㵐,1
㵐水,2
㵪,1
㵮,1
㶉,1
㶉𫛶,2
㶶,1
㶸,1
㷖,1
㷭,1
㸌,1
㹠,1
㹢,1
㹴,1
㹴犬,2
㺍,1
㺢,1
㺢㹢狓,3
㺵,1
㻅,1
㻬,1
㻽,1
㽮,1
㿝,1
㿠,1
䁖,1
䂖,1
䂲,1
䂶,1
䃉,1
䃎,1
䅟,1
䅵,1
䇲,1
䉤,1
䌷,1
䌸,1
䌹,1
䌽,1
䍁,1
䍃,1
䍹,1
䎃,1
䏝,1
䒗,1
䓕,1
䓖,1
䓬,1
䔢,1
䕭,1
䖟,1
䖸,1
䗈,1
䗖,1
䗖𬟽,2
䗥,1
䗪,1
䗶,1
䙓,1
䛟,1
䜣,1
䜩,1
䝓,1
䝙,1
䞓,1
䟆,1
䟖,1
䠀,1
䠞,1
䢺,1
䤈,1
䥯,1
䦆,1
䦉,1
䦕,1
䩄,1
䩦,1
䫏,1
䬠,1
䬪,1
䯄,1
䯝,1
䲔,1
䲟,1
䲠,1
䲠鱼,2
䳗,1
䳭,1
䴓,1
䴔,1
䴕,1
䴗,1
䴘,1
䴙,1
䴙䴘,2
䵹,1
䶑,1
一,1
一一,2
一一对应,4
一一映射,4
一丁不识,4
一丁点,3
一下,2
一下儿,3
一下子,3
一不做，二不休,7
一不小心,4
一世,2
一丘之貉,4
一东一西,4
一丝一毫,4
一丝不挂,4
一丝不苟,4
一丢丢,3
一个个,3
一个中国政策,6
一个人,3
一个劲,3
一个劲儿,4
一个半,3
一个天南，一个地北,9
一个头两个大,6
一个将军一个令,7
一个巴掌拍不响,7
一个幽灵在欧洲游荡,9
一个接一个,5
一个样,3
一个萝卜一个坑,7
一中一台,4
一中原则,4
一举,2
一举一动,4
一举两得,4
一举成功,4
一举手一投足,6
一之为甚,4
一之谓甚,4
一了百了,4
一事无成,4
一二,2
一二九运动,5
一二八事变,5
一五一十,4
一些,2
一亩三分地,5
一亲芳泽,4
一人得道，鸡犬升天,9
一介不取,4
一代,2
一代不如一代,6
一以贯之,4
一价,2
一会,2
一会儿,3
一传十，十传百,7
一体,2
一体两面,4
一体化,3
一侧化,3
一倡三叹,4
一元,2
一元化,3
一元复始,4
一元论,3
一元醇,3
一党,2
一党专制,4
一共,2
一再,2
一决雌雄,4
一准,2
一击入洞,4
一刀两断,4
一刀切,3
一分一毫,4
一分为二,4
一分熟,3
一分耕耘，一分收获,9
一分钱一分货,6
一分钱两分货,6
一切,2
一切事物,4
一切向钱看,5
一切如旧,4
一切就绪,4
一切险,3
一则,2
一则以喜，一则以忧,9
一刹那,3
一刻千金,4
一动不动,4
一劳永逸,4
一匙,2
一千零一夜,5
一半,2
一半天,3
一卡通,3
一厢情愿,4
一去不回,4
一去不复返,5
一去无影踪,5
一反常态,4
一反往常,4
一发不可收拾,6
一发而不可收,6
一口,2
一口价,3
一口吃不成胖子,7
一口吃个胖子,6
一口咬定,4
一口气,3
一口气儿,4
一古脑儿,4
一句,2
一句话,3
一叶知秋,4
一叶障目,4
一号,2
一号木杆,4
一号电池,4
一同,2
一吐为快,4
一向,2
一周,2
一味,2
一呼百应,4
一呼百诺,4
一命呜呼,4
一命归天,4
一命归西,4
一命归阴,4
一品,2
一品红,3
一品锅,3
一哄而散,4
一哄而起,4
一哭二闹三上吊,7
一唱一和,4
一唱三叹,4
一回事,3
一回生两回熟,6
一回生二回熟,6
一团乱糟,4
一团和气,4
一团漆黑,4
一团火,3
一团糟,3
一国两制,4
一场空,3
一块,2
一块儿,3
一堆,2
一塌糊涂,4
一壁,2
一壁厢,3
一声,2
一声不吭,4
一声不响,4
一夔已足,4
一夕,2
一夕数惊,4
一多对应,4
一夜之间,4
一夜情,3
一夜无眠,4
一夜爆红,4
一夜露水,4
一大早,3
一大早儿,4
一天一个样,5
一天到晚,4
一夫一妻,4
一夫多妻,4
一夫当关，万夫莫开,9
一失足成千古恨,7
一头,2
一头栽进,4
一头热,3
一头雾水,4
一套,2
一如,2
一如往常,4
一如所料,4
一如既往,4
一妻制,3
一孔之见,4
一字,2
一字一泪,4
一字不差,4
一字不提,4
一字不漏,4
一字不落,4
一字不识,4
一字之师,4
一字儿,3
一字千金,4
一字巾,3
一字纵队,4
一字褒贬,4
一学就会,4
一定,2
一定要,3
一审,2
一家,2
一家之主,4
一家人,3
一家人不说两家话,8
一家子,3
一寸光阴一寸金,7
一寸光阴一寸金，寸金难买寸光阴,15
一对,2
一对一,3
一对一斗牛,5
一对儿,3
一小撮,3
一小部分,4
一小阵儿,4
一尘不染,4
一层,2
一展身手,4
一山不容二虎,6
一己,2
一帆风顺,4
一带,2
一带一路,4
一带而过,4
一席之地,4
一席话,3
一干二净,4
一年之计在于春,7
一年到头,4
一年半,3
一年半载,4
一年四季,4
一年多,3
一年期,3
一年生,3
一年被蛇咬十年怕井绳,10
一并,2
一应,2
一应俱全,4
一度,2
一式二份,4
一弹指顷,4
一往情深,4
一往无前,4
一往直前,4
一径,2
一律,2
一心,2
一心一德,4
一心一意,4
一心二用,4
一心多用,4
一念之差,4
一总,2
一惊一乍,4
一意,2
一意孤行,4
一成不变,4
一战,2
一房一厅,4
一手,2
一手交钱，一手交货,9
一手包办,4
一手遮天,4
一打,2
一扫而光,4
一扫而空,4
一技之长,4
一把好手,4
一把屎一把尿,6
一把年纪,4
一把手,3
一把抓,3
一把死拿,4
一把眼泪一把鼻涕,8
一把钥匙开一把锁,8
一抓一大把,5
一折两段,4
一抿子,3
一拍两散,4
一拍即合,4
一拥而上,4
一拥而入,4
一拨儿,3
一挥而就,4
一排,2
一探究竟,4
一推六二五,5
一掬同情之泪,6
一掷千金,4
一揽子,3
一改再改,4
一改故辙,4
一文不值,4
一文不名,4
一斑,2
一方,2
一方面,3
一旁,2
一族,2
一无所动,4
一无所有,4
一无所知,4
一无所获,4
一无所长,4
一无所闻,4
一无是处,4
一日三秋,4
一日三餐,4
一日不如一日,6
一日不见，如隔三秋,9
一日为师，终身为父,9
一日之计在于晨,7
一日之雅,4
一日千里,4
一旦,2
一早,2
一时,2
一时半会,4
一时半会儿,5
一时半刻,4
一时半晌,4
一时半霎,4
一时瑜亮,4
一时间,3
一星半点,4
一是一，二是二,7
一晃,2
一暴十寒,4
一曝十寒,4
一更,2
一月,2
一月份,3
一望无垠,4
一望无际,4
一望而知,4
一朝一夕,4
一朝天子一朝臣,7
一朝被蛇咬，十年怕井绳,11
一木难支,4
一本万利,4
一本正经,4
一杆进洞,4
一条心,3
一条绳上的蚂蚱,7
一条路走到黑,6
一条道走到黑,6
一条龙,3
一条龙服务,5
一来,2
一来二去,4
一杯羹,3
一板一眼,4
一板三眼,4
一枝独秀,4
一枪命中,4
一柱擎天,4
一样,2
一根筋,3
一根绳上的蚂蚱,7
一棍子打死,5
一概,2
一概而论,4
一槌定音,4
一模一样,4
一次,2
一次函数,4
一次又一次,5
一次性,3
一次总付,4
一次方程,4
一次方程式,5
一次生，两次熟,7
一步一个脚印,6
一步一趋,4
一步到位,4
一步登天,4
一步裙,3
一毛不拔,4
一气,2
一气之下,4
一气呵成,4
一氧化二氮,5
一氧化氮,4
一氧化碳,4
一水儿,3
一波三折,4
一波未平，一波又起,9
一派胡言,4
一派谎言,4
一流,2
一清二楚,4
一清二白,4
一清如水,4
一清早,3
一溜烟,3
一潭死水,4
一灵真性,4
一炮打响,4
一炮而红,4
一点,2
一点一滴,4
一点一点,4
一点不,3
一点儿,3
一点就通,4
一点水一个泡,6
一点点,3
一物降一物,5
一犯再犯,4
一琴一鹤,4
一瓶子不响，半瓶子晃荡,11
一生,2
一生一世,4
一甲,2
一甲子,3
一男半女,4
一病不起,4
一瘸一拐,4
一百一,3
一盘散沙,4
一盘棋,3
一目了然,4
一目十行,4
一直,2
一直以来,4
一相情愿,4
一眨眼,3
一眼,2
一眼望去,4
一眼看穿,4
一着不慎，满盘皆输,9
一睹,2
一瞥,2
一瞬,2
一瞬间,3
一矢中的,4
一知半解,4
一石二鸟,4
一碗水端平,5
一神教,3
一神论,3
一秉虔诚,4
一种,2
一秘,2
一穷二白,4
一空,2
一窍不通,4
一窝蜂,3
一窥端倪,4
一站式,3
一笑了之,4
一笑置之,4
一笔不苟,4
一笔勾销,4
一笔带过,4
一笔抹杀,4
一笔抹煞,4
一等,2
一等奖,3
一筹莫展,4
一箩筐,3
一箭之仇,4
一箭双雕,4
一类,2
一类保护动物,6
一粒老鼠屎坏了一锅粥,10
一系列,3
一级,2
一级士官,4
一级头,3
一级方程式,5
一级棒,3
一纸空文,4
一线,2
一线之间,4
一线之隔,4
一线希望,4
一线微光,4
一线生机,4
一经,2
一统,2
一维,2
一网打尽,4
一而再，再而三,7
一肚子,3
一肚皮,3
一股子,3
一股清流,4
一股脑,3
一股脑儿,4
一胎制,3
一胎化,3
一脉相承,4
一脸茫然,4
一腔,2
一致,2
一致字,3
一致性,3
一致性效应,5
一致资源定址器,7
一般,2
一般人,3
一般原则,4
一般性,3
一般来讲,4
一般来说,4
一般而言,4
一般般,3
一般见识,4
一般规定,4
一般说来,4
一般贸易,4
一节诗,3
一落千丈,4
一血,2
一行,2
一衣带水,4
一见倾心,4
一见如故,4
一见钟情,4
一见高低,4
一视同仁,4
一览,2
一览众山小,5
一览无余,4
一览无遗,4
一览表,3
一觉醒来,4
一角银币,4
一角鲸,3
一触即发,4
一触即溃,4
一言,2
一言一动,4
一言一行,4
一言不发,4
一言不合,4
一言为定,4
一言为重,4
一言九鼎,4
一言以蔽之,5
一言千金,4
一言堂,3
一言抄百总,5
一言既出，驷马难追,9
一言难尽,4
一语不发,4
一语中的,4
一语双关,4
一语成谶,4
一语破的,4
一语道破,4
一说,2
一诺千金,4
一败涂地,4
一贫如洗,4
一贯,2
一走了之,4
一起,2
一跃而起,4
一路,2
一路上,3
一路平安,4
一路来,3
一路货,3
一路货色,4
一路顺风,4
一路风尘,4
一蹴即至,4
一蹴可几,4
一蹴而就,4
一蹴而得,4
一蹶不振,4
一身,2
一身两役,4
一身是胆,4
一身汗,3
一转眼,3
一轮,2
一较高下,4
一辈子,3
一辞莫赞,4
一边,2
一边倒,3
一过性,3
一连,2
一连串,3
一退六二五,5
一递一个,4
一递一声,4
一通百通,4
一逞兽欲,4
一遍,2
一遍又一遍,5
一道,2
一部二十四史，不知从何说起,13
一部分,3
一醉方休,4
一针见血,4
一钱不值,4
一钱如命,4
一锅端,3
一锅粥,3
一错再错,4
一锤子买卖,5
一锤定音,4
一长一短,4
一门式,3
一门心思,4
一闪念,3
一闪而过,4
一问三不知,5
一阵,2
一阵子,3
一雨成秋,4
一雪前耻,4
一霎,2
一霎时,3
一霎眼,3
一霎间,3
一面,2
一面之交,4
一面之词,4
一面倒,3
一颗老鼠屎坏了一锅汤,10
一颗老鼠屎坏了一锅粥,10
一颦一笑,4
一饮而尽,4
一饱眼福,4
一马勺坏一锅,6
一马平川,4
一马当先,4
一骑绝尘,4
一骨碌,3
一鳞半爪,4
一鸣惊人,4
一黑早,3
一鼓作气,4
一鼻孔出气,5
一齐,2
丁,1
丁丁,2
丁丁炒面,4
丁丑,2
丁二烯,3
丁二醇,3
丁亥,2
丁克,2
丁内酯,3
丁冬,2
丁加奴,3
丁卯,2
丁卯战争,4
丁卯胡乱,4
丁型肝炎,4
丁基,2
丁夫,2
丁字,2
丁字尺,3
丁字梁,3
丁字步,3
丁字街,3
丁字裤,3
丁字镐,3
丁宁,2
丁宠家庭,4
丁客,2
丁巳,2
丁巳复辟,4
丁忧,2
丁是丁，卯是卯,7
丁未,2
丁格犬,3
丁汝昌,3
丁点,2
丁烯,2
丁烷,2
丁玲,2
丁磊,2
丁糖,2
丁肇中,3
丁艰,2
丁酉,2
丁醇,2
丁醛,2
丁零当啷,4
丁青,2
丁青县,3
丁韪良,3
丁香,2
丁骨牛排,4
丁鱥,2
丁鲷,2
丂,1
七,1
七七事变,4
七七八八,4
七上八下,4
七上八落,4
七事,2
七分之一,4
七分熟,3
七十,2
七十七国集团,6
七十年代,4
七台河,3
七台河市,4
七叶树,3
七号电池,4
七和弦,3
七喜,2
七嘴八张,4
七嘴八舌,4
七国集团,4
七堵,2
七堵区,3
七声,2
七声音阶,4
七夕,2
七夕节,3
七大姑八大姨,6
七大工业国集团,7
七姊妹星团,5
七孔,2
七巧板,3
七带石斑鱼,5
七年之痒,4
七弦琴,3
七弯八拐,4
七彩,2
七律,2
七情,2
七情六欲,4
七手八脚,4
七扭八歪,4
七折八扣,4
七拼八凑,4
七政四余,4
七方,2
七日热,3
七旬老人,4
七星,2
七星区,3
七星瓢虫,4
七曜,2
七月,2
七月份,3
七武士,3
七河州,3
七湾八拐,4
七爷八爷,4
七碳糖,3
七窍,2
七窍生烟,4
七级浮屠,4
七美,2
七美乡,3
七老八十,4
七荤八素,4
七角形,3
七言律诗,4
七边形,3
七里河,3
七里河区,4
七里香,3
七零八碎,4
七零八落,4
七项全能,4
七魄,2
七鳃鳗,3
七龙珠,3
丄,1
丅,1
丆,1
万,1
万一,2
万万,2
万丈,2
万丈光芒,4
万丈高楼平地起,7
万不得已,4
万世,2
万世师表,4
万丹,2
万丹乡,3
万事,2
万事亨通,4
万事俱备，只欠东风,9
万事大吉,4
万事如意,4
万事开头难,5
万事得,3
万事皆备，只欠东风,9
万事起头难,5
万事达,3
万事通,3
万人,2
万人之敌,4
万人冢,3
万人敌,3
万人空巷,4
万亿,2
万代,2
万代兰,3
万代千秋,4
万众一心,4
万位,2
万俟,2
万儿八千,4
万元户,3
万全,2
万分,2
万分痛苦,4
万劫不复,4
万千,2
万华,2
万华区,3
万博省,3
万历,2
万县,2
万县市,3
万县港,3
万变不离其宗,6
万古千秋,4
万古长新,4
万古长青,4
万名,2
万国,2
万国博览会,5
万国宫,3
万国码,3
万国邮政联盟,6
万国邮联,4
万国音标,4
万圣夜,3
万圣节,3
万圣节前夕,5
万圣节前夜,5
万夫不当,4
万头钻动,4
万宁,2
万宁市,3
万安,2
万安县,3
万宝路,3
万家乐,3
万家灯火,4
万寿山,3
万寿无疆,4
万寿菊,3
万山区,3
万岁,2
万峦,2
万峦乡,3
万州,2
万州区,3
万年,2
万年历,3
万年县,3
万年青,3
万幸,2
万应灵丹,4
万念俱灰,4
万恶,2
万恶之源,4
万恶滔天,4
万户,2
万户侯,3
万托林,3
万无一失,4
万智牌,3
万有,2
万有引力,4
万柏林,3
万柏林区,4
万死不辞,4
万民,2
万水千山,4
万泉河,3
万洋山,3
万源,2
万源市,3
万灵丹,3
万灵节,3
万物,2
万用字元,4
万用表,3
万目睽睽,4
万福玛丽亚,5
万秀区,3
万科,2
万箭穿心,4
万籁俱寂,4
万籁无声,4
万紫千红,4
万维天罗地网,6
万维网,3
万能,2
万能㹴,3
万能曲尺,4
万能钥匙,4
万般,2
万般无奈,4
万艾可,3
万花筒,3
万荣,2
万荣乡,3
万荣县,3
万象,2
万象更新,4
万豪,2
万贯,2
万贯家财,4
万载,2
万载县,3
万那杜,3
万邦,2
万里,2
万里乡,3
万里无云,4
万里江山,4
万里迢迢,4
万里长城,4
万里长江,4
万金油,3
万隆,2
万难,2
万顷,2
万马奔腾,4
万马齐喑,4
万齐融,3
丈,1
丈二和尚，摸不着头脑,10
丈二金刚摸不着头脑,9
丈人,2
丈八蛇矛,4
丈夫,2
丈母,2
丈母娘,3
丈量,2
三,1
三C,2
三K党,3
三P,2
三七,2
三七二十一,5
三七仔,3
三七开,3
三七开定论,5
三三两两,4
三下两下,4
三下五除二,5
三不,2
三不五时,4
三不朽,3
三不沾,3
三不知,3
三不管,3
三世,2
三两,2
三个世界,4
三个代表,4
三个和尚没水吃,7
三个和尚没水喝,7
三个女人一个墟,7
三个女人一台戏,7
三个臭皮匠，合成一个诸葛亮,13
三个臭皮匠，胜过一个诸葛亮,13
三个臭皮匠，赛过一个诸葛亮,13
三个臭皮匠，赛过诸葛亮,11
三个臭皮匠，顶个诸葛亮,11
三中全会,4
三义,2
三义乡,3
三九天,3
三五,2
三五成群,4
三井,2
三亚,2
三亚市,3
三亲六故,4
三人成虎,4
三人行,3
三人行，则必有我师,9
三人行，必有我师,8
三仇,2
三从四德,4
三代,2
三代同堂,4
三令五申,4
三件套式西装,6
三价,2
三伏,2
三伏天,3
三位一体,4
三位博士,4
三体,2
三体问题,4
三侠五义,4
三倍,2
三催四请,4
三元,2
三元区,3
三元醇,3
三元音,3
三光,2
三光政策,4
三八,2
三八大盖,4
三八线,3
三八节,3
三公消费,4
三公经费,4
三军,2
三军用命,4
三农,2
三农问题,4
三分,2
三分之一,4
三分头,3
三分熟,3
三分钟热度,5
三包,2
三北,2
三北防护林,5
三十,2
三十二位元,5
三十二相,4
三十八度线,5
三十六字母,5
三十六计,4
三十六计，走为上策,9
三十六计，走为上计,9
三十年河东，三十年河西,11
三十而立,4
三千大千世界,6
三原,2
三原则,3
三原县,3
三厢,2
三叉戟,3
三叉神经,4
三反,2
三反运动,4
三叠纪,3
三句话不离本行,7
三只手,3
三台,2
三台县,3
三叶星云,4
三叶草,3
三叶虫,3
三号木杆,4
三号电池,4
三合一,3
三合一疫苗,5
三合会,3
三合土,3
三合星,3
三合院,3
三味线,3
三和弦,3
三围,2
三国,2
三国史记,4
三国志,3
三国演义,4
三地门,3
三地门乡,4
三大纪律八项注意,8
三天不打，上房揭瓦,9
三天两头,4
三天打鱼，两天晒网,9
三头六臂,4
三头肌,3
三夷教,3
三姑六婆,4
三字经,3
三官大帝,4
三宝,2
三宝太监,4
三宝鸟,3
三家村,3
三寸不烂之舌,6
三对三斗牛,5
三小,2
三尖杉酯碱,5
三屉桌,3
三岔口,3
三岛由纪夫,5
三峡,2
三峡大坝,4
三峡水库,4
三峡镇,3
三废,2
三度,2
三弦,2
三归依,3
三得利,3
三心二意,4
三思而后行,5
三思而行,4
三手病,3
三拗汤,3
三振,2
三振出局,4
三教,2
三教九流,4
三文治,3
三文鱼,3
三族,2
三无,2
三无产品,4
三无人员,4
三无企业,4
三旬九食,4
三明,2
三明市,3
三明治,3
三星,2
三星乡,3
三星堆,3
三星集团,4
三春,2
三昧,2
三更,2
三更半夜,4
三曹,2
三月,2
三月份,3
三月街,3
三朋四友,4
三权分立,4
三权鼎立,4
三条,2
三板,2
三极管,3
三柱门,3
三框栏,3
三棱草,3
三棱镜,3
三次,2
三次元,3
三次幂,3
三次方,3
三次方程,4
三次曲线,4
三段论,3
三毛猫,3
三民,2
三民主义,4
三民区,3
三氟化硼,4
三氯化磷,4
三氯化铁,4
三氯氧磷,4
三氯氰胺,4
三氯甲烷,4
三氯蔗糖,4
三水,2
三水区,3
三江侗族自治县,7
三江平原,4
三江并流,4
三江源,3
三江生态旅游区,7
三河,2
三河市,3
三法司,3
三洋,2
三流,2
三浦,2
三浦梅园,4
三温暖,3
三湾,2
三湾乡,3
三炮,2
三点全露,4
三点水,3
三焦,2
三牲,2
三班倒,3
三瓦两舍,4
三生有幸,4
三用电表,4
三田,2
三甲,2
三略,2
三番两次,4
三番五次,4
三百六十行,5
三皇,2
三皇五帝,4
三皇炮捶,4
三相点,3
三硝基甲苯,5
三碳糖,3
三磷酸腺苷,5
三秒胶,3
三穗,2
三穗县,3
三等分,3
三等分角,4
三索锦蛇,4
三级,2
三级士官,4
三级片,3
三级跳,3
三级跳远,4
三纲五常,4
三维,2
三维空间,4
三缄其口,4
三联书店,4
三联式发票,5
三联管,3
三聚体,3
三聚氰胺,4
三胚层动物,5
三胞胎,3
三脚两步,4
三脚架,3
三脚猫,3
三膲,2
三自,2
三自教会,4
三自爱国教会,6
三色堇,3
三色猫,3
三色紫罗兰,5
三节鞭,3
三芝,2
三芝乡,3
三苏,2
三茶六饭,4
三菱,2
三藏,2
三藏法师,4
三藩之乱,4
三藩叛乱,4
三藩市,3
三角,2
三角债,3
三角关系,4
三角凳,3
三角函数,4
三角学,3
三角巾,3
三角座,3
三角形,3
三角恋爱,4
三角恐龙,4
三角板,3
三角柱体,4
三角法,3
三角洲,3
三角测量法,5
三角肌,3
三角腹带,4
三角裤,3
三角裤衩,4
三角铁,3
三角锥,3
三角龙,3
三言两句,4
三言两语,4
三论宗,3
三貂角,3
三贞九烈,4
三资企业,4
三足乌,3
三足金乌,4
三趾啄木鸟,5
三趾滨鹬,4
三趾翠鸟,4
三趾鸥,3
三趾鸦雀,4
三跪九叩,4
三轮车,3
三轮车夫,4
三边形,3
三连胜,3
三迭纪,3
三退,2
三通,2
三道眉草鹀,5
三部曲,3
三都县,3
三都水族自治县,7
三酸甘油酯,5
三里屯,3
三里河,3
三重,2
三重县,3
三重奏,3
三铁,2
三键,2
三长两短,4
三门,2
三门县,3
三门峡,3
三门峡市,4
三阿姨,3
三陪小姐,4
三音,2
三音度,3
三项,2
三项全能,4
三项式,3
三顾茅庐,4
三马同槽,4
三驾马车,4
三魂,2
三魂七魄,4
三鲜,2
三鹿,2
三鹿集团,4
上,1
上一个,3
上一号,3
上一次当，学一次乖,9
上一页,3
上万,2
上上之策,4
上下,2
上下五千年,5
上下其手,4
上下床,3
上下文,3
上下文菜单,5
上下班,3
上下铺,3
上不了台面,5
上不得台盘,5
上个,2
上个星期,4
上个月,3
上乘,2
上书,2
上了年纪,4
上交,2
上代,2
上任,2
上传,2
上位,2
上位概念,4
上佳,2
上供,2
上元,2
上元节,3
上农,2
上刀山，下油锅,7
上刀山，下火海,7
上分,2
上刑,2
上前,2
上升,2
上升空间,4
上升趋势,4
上午,2
上半,2
上半叶,3
上半夜,3
上半天,3
上半年,3
上半晌,3
上半身,3
上半部分,4
上厕所,3
上去,2
上发条,3
上口,2
上古,2
上古汉语,4
上台,2
上司,2
上合,2
上合组织,4
上吊,2
上同调,3
上吐下泻,4
上周,2
上呼吸道感染,6
上品,2
上唇,2
上善若水,4
上回,2
上场,2
上坟,2
上坡,2
上坡段,3
上坡路,3
上城区,3
上域,2
上声,2
上外,2
上夜,2
上天,2
上天入地,4
上天无路，入地无门,9
上头,2
上夸克,3
上好,2
上学,2
上官,2
上家,2
上将,2
上将军,3
上尉,2
上层,2
上层建筑,4
上山,2
上山下乡,4
上岗,2
上岸,2
上峰,2
上工,2
上市,2
上市公司,4
上帝,2
上年,2
上年纪,3
上床,2
上座,2
上座部,3
上弦,2
上弦月,3
上当,2
上当受骗,4
上心,2
上思,2
上思县,3
上房,2
上手,2
上扬,2
上扬趋势,4
上报,2
上文,2
上新世,3
上方,2
上方宝剑,4
上旬,2
上星,2
上星剧,3
上星期,3
上映,2
上月,2
上有天堂，下有苏杭,9
上有政策，下有对策,9
上有老下有小,6
上期,2
上杆,2
上来,2
上杭,2
上杭县,3
上林,2
上林县,3
上架,2
上标,2
上栗,2
上栗县,3
上校,2
上桌,2
上梁,2
上梁不正下梁歪,7
上楼,2
上榜,2
上次,2
上款,2
上气不接下气,6
上水,2
上汽,2
上流,2
上流社会,4
上浣,2
上浮,2
上海,2
上海交通大学,6
上海体育场,5
上海合作组织,6
上海外国语大学,7
上海大剧院,5
上海大学,4
上海市,3
上海戏剧学院,6
上海振华港口机械,8
上海文广新闻传媒集团,10
上海汽车工业集团,8
上海浦东发展银行,8
上海环球金融中心,8
上海白菜,4
上海证券交易所,7
上海证券交易所综合股价指数,13
上海话,3
上海财经大学,6
上海音乐学院,6
上涨,2
上游,2
上演,2
上火,2
上热搜,3
上焦,2
上片,2
上牌,2
上牙膛,3
上犬式,3
上犹,2
上犹县,3
上环,2
上班,2
上班族,3
上班时间,4
上田,2
上界,2
上疏,2
上瘾,2
上皮,2
上相,2
上眼睑,3
上眼药,3
上睑,2
上确界,3
上税,2
上空,2
上空洗车,4
上第,2
上等,2
上等兵,3
上算,2
上箭头,3
上箭头键,4
上紧发条,4
上级,2
上级领导,4
上纲上线,4
上线,2
上缴,2
上网,2
上网本,3
上肢,2
上脸,2
上膘,2
上膛,2
上臂,2
上船,2
上色,2
上艾瑟尔,4
上苍,2
上菜,2
上菜秀,3
上蔡,2
上蔡县,3
上行,2
上行下效,4
上街,2
上街区,3
上衣,2
上衫,2
上装,2
上西天,3
上覆,2
上议院,3
上访,2
上证,2
上证综合指数,6
上诉,2
上诉法院,4
上课,2
上调,2
上谕,2
上贼船,3
上路,2
上身,2
上车,2
上轨道,3
上载,2
上辈,2
上辈子,3
上边,2
上边儿,3
上达,2
上进,2
上进心,3
上述,2
上部,2
上都,2
上野,2
上钟,2
上钩,2
上钩儿,3
上锁,2
上镜,2
上门,2
上门客,3
上门费,3
上阵,2
上阵杀敌,4
上限,2
上面,2
上面级,3
上鞋,2
上页,2
上颌,2
上颌骨,3
上颔,2
上颚正门齿,5
上风,2
上饶,2
上饶市,3
上馆子,3
上首,2
上马,2
上高,2
上高县,3
上齿,2
上龙,2
下,1
下一个,3
下一代,3
下一次,3
下一步,3
下一站,3
下一页,3
下三滥,3
下三烂,3
下不为例,4
下不了台,4
下不来,3
下不来台,4
下世,2
下丘脑,3
下个,2
下个星期,4
下个月,3
下九流,3
下乡,2
下乳,2
下人,2
下令,2
下任,2
下体,2
下作,2
下修,2
下关市,3
下决心,3
下凡,2
下划线,3
下列,2
下功夫,3
下午,2
下午好,3
下午茶,3
下半,2
下半天,3
